50389;NULL;PERSONA;20091127;20200522;SOGAMOSO;P;8559; Otros tipos de educacion n.c.p.;EDUCACION CULTURAL / MUSICAL;EDUCACION;850000;0;NO AFILIADO;1;MICRO
50397;NULL;PERSONA;20091202;20200622;SOGAMOSO;B;811; Extraccion de piedra  arena  arcillas comunes  yeso y anhidrita;EXTRACCION DE ARENAS, ARCILLA Y CAL;EXPLOTACION DE MINAS Y CANTERAS;900000;0;NO AFILIADO;1;MICRO
50412;NULL;PERSONA;20091211;20200221;SOGAMOSO;N;8230; Organizacion de convenciones y eventos comerciales;ORGANIZACIÓN DE EVENTOS;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO;1800000;0;NO AFILIADO;1;PEQUEÑA
50413;NULL;SOC. LIMITADA;20091211;20200703;BUSBANZA;M;7500; Actividades veterinarias;VETERINARIAS;ACTIVIDAES PROFESIONALES, CIENTIFICAS Y TECNICAS;405924181;0;NO AFILIADO;2;PEQUEÑA
50417;NULL;SAS;20091214;20200102;SOGAMOSO;M;6920; Actividades de contabilidad  teneduria de libros  auditoria financiera y asesoria tributaria;CONTADURIA;ACTIVIDAES PROFESIONALES, CIENTIFICAS Y TECNICAS;11500000;0;NO AFILIADO;1;PEQUEÑA
50431;NULL;SOC. ANONIMA;20091228;20200330;NOBSA;E;3900; Actividades de saneamiento ambiental y otros servicios de gestion de desechos;ACTIVIDADES DE SANEAMIENTO AMBIENTAL;DISTRIBUCION DE AGUA, TRATAMIENTO DE RESIDUOS Y AGUAS RESIDUALES;552528405;0;NO AFILIADO;38;PEQUEÑA
50466;NULL;SAS;20100106;20200129;SOGAMOSO;P;8512; Educacion preescolar;EDUCACION;EDUCACION;7600000;0;NO AFILIADO;1;PEQUEÑA
50470;NULL;SAS;20100107;20200702;SOGAMOSO;F;4290; Construccion de otras obras de ingenieria civil;OBRAS DE INGENIERIA CIVIL;CONSTRUCCION;667385812;0;NO AFILIADO;3;PEQUEÑA
50484;NULL;PERSONA;20100107;20200129;SOGAMOSO;G;4711; Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas o tabaco;TIENDAS Y VIVERES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;3250000;0;NO AFILIADO;1;PEQUEÑA
50496;NULL;PERSONA;20100108;20200129;SOGAMOSO;G;4711; Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas o tabaco;TIENDAS Y VIVERES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1000000;0;NO AFILIADO;1;MICRO
50525;NULL;SAS;20100113;20200702;SOGAMOSO;M;7020; Actividades de consultoria de gestion;ADMINISTRACION DE EMPRESAS / CONSULTORIAS;ACTIVIDAES PROFESIONALES, CIENTIFICAS Y TECNICAS;588197098;0;NO AFILIADO;4;PEQUEÑA
50531;NULL;PERSONA;20100113;20200624;SOGAMOSO;G;4771; Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados;COMERCIO ROPA Y TEXTILES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;4500000;0;NO AFILIADO;1;PEQUEÑA
50534;NULL;PERSONA;20100114;20200131;PESCA;G;4719; Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (viveres en general)  bebidas y tabaco;MISCELANEAS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1000000;0;NO AFILIADO;1;MICRO
50543;NULL;PERSONA;20100114;20200626;SOGAMOSO;G;4759; Comercio al por menor de otros articulos domesticos en establecimientos especializados;COMERCIO MUEBLES Y ELECTRODOMESTICOS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;10000000;0;NO AFILIADO;1;PEQUEÑA
50553;NULL;PERSONA;20100115;20200313;SOGAMOSO;S;9602; Peluqueria y otros tratamientos de belleza;PELUQUERIAS / SALAS DE BELLEZA / SPA;OTRAS ACTIVIDADES DE SERVICIO;3000000;0;NO AFILIADO;1;PEQUEÑA
50571;NULL;SAS;20100118;20200211;NOBSA;I;5611; Expendio a la mesa de comidas preparadas;RESTAURANTES;ALOJAMIENTO Y SERVICIOS DE COMIDA;212612058;0;NO AFILIADO;1;PEQUEÑA
50579;NULL;PERSONA;20100119;20200703;SOGAMOSO;M;7110; Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica;ARQUITECTOS / INGENIEROS CIVILES;ACTIVIDAES PROFESIONALES, CIENTIFICAS Y TECNICAS;5622897303;0;AFILIADO;1;MEDIANA
50598;NULL;PERSONA;20100121;20200227;SOGAMOSO;J;6190; Otras actividades de telecomunicaciones;COMUNICACIÓN CELULAR Y TELEFONÍA;INFORMACION Y COMUNICACIONES;1152500;0;NO AFILIADO;1;MICRO
50600;NULL;PERSONA;20100121;20200219;SOGAMOSO;G;4723; Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados;EXPENDIOS DE CARNES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1800000;0;NO AFILIADO;1;PEQUEÑA
50624;NULL;PERSONA;20100125;20200129;SOGAMOSO;G;4711; Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas o tabaco;TIENDAS Y VIVERES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;500000;0;NO AFILIADO;1;MICRO
50642;NULL;PERSONA;20100127;20200701;SOGAMOSO;Q;8692; Actividades de apoyo terapeutico;TERAPEUTAS;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;2500000;0;NO AFILIADO;1;PEQUEÑA
50645;NULL;PERSONA;20100127;20200424;TOPAGA;N;7730; Alquiler y arrendamiento de otros tipos de maquinaria  equipo y bienes tangibles n.c.p.;ARRIENDO DE MAQUINARIA Y EQUIPOS;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO;2100000;0;NO AFILIADO;1;PEQUEÑA
50651;NULL;PERSONA;20100128;20200131;PESCA;M;7500; Actividades veterinarias;VETERINARIAS;ACTIVIDAES PROFESIONALES, CIENTIFICAS Y TECNICAS;6000000;0;NO AFILIADO;1;PEQUEÑA
50660;NULL;PERSONA;20100128;20200624;SOGAMOSO;C;1081; Elaboracion de productos de panaderia;PANADERIAS;INDUSTRIAS Y MANUFACTURERAS;1500000;0;NO AFILIADO;1;MICRO
50679;NULL;PERSONA;20100201;20200124;PAJARITO;G;4520; Mantenimiento y reparacion de vehiculos automotores;MANTENIMIENTO Y REPARACION DE VEHICULOS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;2000000;0;NO AFILIADO;1;PEQUEÑA
50685;NULL;PERSONA;20100201;20200701;SOGAMOSO;G;4761; Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados;PAPELERIAS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;2000000;0;NO AFILIADO;1;PEQUEÑA
50703;NULL;PERSONA;20100203;20200316;FIRAVITOBA;G;4722; Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados;LACTEOS, POLLO Y HUEVOS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;500000;0;NO AFILIADO;1;MICRO
50705;NULL;PERSONA;20100203;20200110;SOGAMOSO;G;4719; Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (viveres en general)  bebidas y tabaco;MISCELANEAS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;800000;0;NO AFILIADO;1;MICRO
50707;NULL;PERSONA;20100203;20200701;SOGAMOSO;C;1104; Elaboracion de bebidas no alcoholicas  produccion de aguas minerales y otras aguas embotelladas;ELABORACION DE BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS;INDUSTRIAS Y MANUFACTURERAS;1500000;0;NO AFILIADO;1;MICRO
50709;NULL;PERSONA;20100203;20200703;SOGAMOSO;F;4111; Construccion de edificios residenciales;CONSTRUCCION DE EDIFICIOS;CONSTRUCCION;10000000;0;NO AFILIADO;1;PEQUEÑA
50718;NULL;PERSONA;20100204;20200214;SOGAMOSO;G;4711; Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas o tabaco;TIENDAS Y VIVERES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;800000;0;NO AFILIADO;1;MICRO
50734;NULL;PERSONA;20100205;20200214;SOGAMOSO;J;6130; Actividades de telecomunicacion satelital;COMUNICACIÓN CELULAR Y TELEFONÍA;INFORMACION Y COMUNICACIONES;3500000;0;NO AFILIADO;1;PEQUEÑA
50765;NULL;PERSONA;20100209;20200701;SOGAMOSO;G;4520; Mantenimiento y reparacion de vehiculos automotores;MANTENIMIENTO Y REPARACION DE VEHICULOS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;800000;0;NO AFILIADO;1;MICRO
50774;NULL;PERSONA;20100210;20200113;SOGAMOSO;G;4520; Mantenimiento y reparacion de vehiculos automotores;MANTENIMIENTO Y REPARACION DE VEHICULOS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1000000;0;NO AFILIADO;1;MICRO
50797;NULL;PERSONA;20100212;20200618;NOBSA;G;4711; Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas o tabaco;TIENDAS Y VIVERES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1200000;0;NO AFILIADO;1;MICRO
50800;NULL;PERSONA;20100215;20200109;SOGAMOSO;F;4329; Otras instalaciones especializadas;INSTALADORES CONSTRUCCIONES;CONSTRUCCION;1200000;0;NO AFILIADO;1;PEQUEÑA
50836;NULL;PERSONA;20100222;20200309;SOGAMOSO;S;9529; Mantenimiento y reparacion de otros efectos personales y enseres domesticos;REPARACION MUEBLES Y ELECTRODOMESTICOS;OTRAS ACTIVIDADES DE SERVICIO;1500000;0;NO AFILIADO;1;PEQUEÑA
50837;NULL;PERSONA;20100222;20200608;SOGAMOSO;S;9529; Mantenimiento y reparacion de otros efectos personales y enseres domesticos;REPARACION MUEBLES Y ELECTRODOMESTICOS;OTRAS ACTIVIDADES DE SERVICIO;1200000;0;NO AFILIADO;1;PEQUEÑA
50840;NULL;SAS;20100222;20200702;SOGAMOSO;G;4610; Comercio al por mayor a cambio de una retribucion o por contrata;COMERCIO AL POR MAYOR / MENOR OTROS PRODUCTOS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;34322590;0;NO AFILIADO;1;PEQUEÑA
50850;NULL;SAS;20100222;20200703;SOGAMOSO;M;7110; Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica;ARQUITECTOS / INGENIEROS CIVILES;ACTIVIDAES PROFESIONALES, CIENTIFICAS Y TECNICAS;1758769785;0;NO AFILIADO;2;PEQUEÑA
50853;NULL;PERSONA;20100223;20200616;TIBASOSA;J;6110; Actividades de telecomunicaciones alambricas;COMUNICACIÓN CELULAR Y TELEFONÍA;INFORMACION Y COMUNICACIONES;2100000;0;NO AFILIADO;1;PEQUEÑA
50858;NULL;PERSONA;20100224;20200128;SOGAMOSO;F;4111; Construccion de edificios residenciales;CONSTRUCCION DE EDIFICIOS;CONSTRUCCION;9000000;0;AFILIADO;1;PEQUEÑA
50862;NULL;PERSONA;20100224;20200225;SOGAMOSO;F;4111; Construccion de edificios residenciales;CONSTRUCCION DE EDIFICIOS;CONSTRUCCION;2000000;0;NO AFILIADO;1;PEQUEÑA
50863;NULL;PERSONA;20100225;20200123;TOPAGA;B;811; Extraccion de piedra  arena  arcillas comunes  yeso y anhidrita;EXTRACCION DE ARENAS, ARCILLA Y CAL;EXPLOTACION DE MINAS Y CANTERAS;1500000;0;NO AFILIADO;1;MICRO
50871;NULL;PERSONA;20100226;20200612;SOGAMOSO;C;1313; Acabado de productos textiles;PREPARACIÓN HILATURA, TEJEDURÍA Y ACABADO DE PROD. TEXTILES;INDUSTRIAS Y MANUFACTURERAS;3000000;0;NO AFILIADO;1;MICRO
50875;NULL;PERSONA;20100301;20200217;TIBASOSA;G;4711; Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas o tabaco;TIENDAS Y VIVERES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1500000;0;NO AFILIADO;1;MICRO
50876;NULL;SAS;20100301;20200623;SOGAMOSO;F;4290; Construccion de otras obras de ingenieria civil;OBRAS DE INGENIERIA CIVIL;CONSTRUCCION;414994015;0;AFILIADO;1;PEQUEÑA
50886;NULL;PERSONA;20100302;20200225;NOBSA;G;4652; Comercio al por mayor de equipo  partes y piezas electronicos y de telecomunicaciones;COMERCIO EQUIPOS DE COMPUTO Y ELECTRÓNICO;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1500000;0;NO AFILIADO;1;MICRO
50908;NULL;PERSONA;20100303;20200629;TIBASOSA;N;7911; Actividades de las agencias de viaje;AGENCIAS DE VIAJE Y TURISMO;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO;2000000;0;NO AFILIADO;1;PEQUEÑA
50916;NULL;PERSONA;20100304;20200318;SOGAMOSO;G;4789; Comercio al por menor de otros productos en puestos de venta moviles;COMERCIO AL POR MAYOR / MENOR OTROS PRODUCTOS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;636000;0;NO AFILIADO;1;MICRO
50927;NULL;PERSONA;20100308;20200624;SOGAMOSO;C;2592; Tratamiento y revestimiento de metales  mecanizado;FABRICACION DE PRODUCTOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;INDUSTRIAS Y MANUFACTURERAS;1050000;0;AFILIADO;1;MICRO
50931;NULL;SAS;20100309;20200513;NOBSA;G;4731; Comercio al por menor de combustible para automotores;COMERCIO DE COMBUSTIBLES Y ADICIONALES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;2145858000;0;NO AFILIADO;14;PEQUEÑA
50936;NULL;PERSONA;20100310;20200703;SOGAMOSO;C;1081; Elaboracion de productos de panaderia;PANADERIAS;INDUSTRIAS Y MANUFACTURERAS;2000000;0;NO AFILIADO;1;MICRO
50940;NULL;PERSONA;20100311;20200701;SOGAMOSO;E;3830; Recuperacion de materiales;CHATARRERIA;DISTRIBUCION DE AGUA, TRATAMIENTO DE RESIDUOS Y AGUAS RESIDUALES;2600000;0;NO AFILIADO;1;PEQUEÑA
50942;NULL;PERSONA;20100311;20200220;SOGAMOSO;I;5630; Expendio de bebidas alcoholicas para el consumo dentro del establecimiento;TIENDAS Y BARES;ALOJAMIENTO Y SERVICIOS DE COMIDA;1000000;0;NO AFILIADO;1;MICRO
50946;NULL;SOC. LIMITADA;20100311;20200515;NOBSA;S;9609; Otras actividades de servicios personales n.c.p.;OTRAS ACTIVIDADES SERVICIOS PERSONALES;OTRAS ACTIVIDADES DE SERVICIO;105738000;0;NO AFILIADO;12;PEQUEÑA
50947;NULL;PERSONA;20100311;20200625;SOGAMOSO;G;4520; Mantenimiento y reparacion de vehiculos automotores;MANTENIMIENTO Y REPARACION DE VEHICULOS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1800000;0;NO AFILIADO;1;PEQUEÑA
50970;NULL;PERSONA;20100317;20200702;SOGAMOSO;G;4711; Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas o tabaco;TIENDAS Y VIVERES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1000000;0;NO AFILIADO;1;MICRO
50994;NULL;PERSONA;20100323;20200203;BETEITIVA;G;4721; Comercio al por menor de productos agricolas para el consumo en establecimientos especializados;SUPERMERCADOS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1500000;0;NO AFILIADO;1;MICRO
51024;NULL;PERSONA;20100325;20200131;SOGAMOSO;G;4771; Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados;COMERCIO ROPA Y TEXTILES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;2600000;0;NO AFILIADO;1;PEQUEÑA
51035;NULL;PERSONA;20100326;20200317;TIBASOSA;G;4711; Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas o tabaco;TIENDAS Y VIVERES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1500000;0;NO AFILIADO;1;MICRO
51037;NULL;PERSONA;20100326;20200226;AQUITANIA;C;1081; Elaboracion de productos de panaderia;PANADERIAS;INDUSTRIAS Y MANUFACTURERAS;2000000;0;NO AFILIADO;1;MICRO
51041;NULL;PERSONA;20100326;20200205;MONGUA;G;4711; Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas o tabaco;TIENDAS Y VIVERES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;2000000;0;NO AFILIADO;1;PEQUEÑA
51063;NULL;PERSONA;20100330;20200316;SOGAMOSO;G;4762; Comercio al por menor de articulos deportivos  en establecimientos especializados;ARTICULOS DEPORTIVOS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;50000000;0;NO AFILIADO;1;PEQUEÑA
51070;NULL;PERSONA;20100405;20200226;SOGAMOSO;C;3312; Mantenimiento y reparacion especializado de maquinaria y equipo;MANTENIMIENTO METALMECANICO;INDUSTRIAS Y MANUFACTURERAS;2200000;0;NO AFILIADO;1;PEQUEÑA
51081;NULL;PERSONA;20100406;20200220;SOGAMOSO;G;4774; Comercio al por menor de otros productos nuevos en establecimientos especializados;COMERCIO AL POR MAYOR / MENOR OTROS PRODUCTOS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;3100000;0;NO AFILIADO;1;PEQUEÑA
51085;NULL;PERSONA;20100407;20200220;SOGAMOSO;H;4923; Transporte de carga por carretera;TRANSPORTE DE CARGA;TRANSPORTE, ALMACENAMIENTO Y MENSAJERIA;3000000;0;NO AFILIADO;1;PEQUEÑA
51087;NULL;PERSONA;20100407;20200611;SOGAMOSO;S;9529; Mantenimiento y reparacion de otros efectos personales y enseres domesticos;REPARACION MUEBLES Y ELECTRODOMESTICOS;OTRAS ACTIVIDADES DE SERVICIO;7000000;0;NO AFILIADO;1;PEQUEÑA
51098;NULL;PERSONA;20100408;20200507;SOGAMOSO;I;5630; Expendio de bebidas alcoholicas para el consumo dentro del establecimiento;TIENDAS Y BARES;ALOJAMIENTO Y SERVICIOS DE COMIDA;2500000;0;NO AFILIADO;1;PEQUEÑA
51104;NULL;PERSONA;20100408;20200701;SOGAMOSO;L;6810; Actividades inmobiliarias realizadas con bienes propios o arrendados;INMOBILIARIAS / ARRENDAMIENTOS;ACTIVIDADES INMOBILIARIAS;1200000;0;NO AFILIADO;1;PEQUEÑA
51117;NULL;PERSONA;20100409;20200219;SOGAMOSO;G;4723; Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados;EXPENDIOS DE CARNES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1115000;0;NO AFILIADO;1;MICRO
51132;NULL;PERSONA;20100413;20200703;SOGAMOSO;G;4761; Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados;PAPELERIAS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;7000000;0;NO AFILIADO;1;PEQUEÑA
51145;NULL;PERSONA;20100414;20200618;SOGAMOSO;G;4723; Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados;EXPENDIOS DE CARNES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1600000;0;NO AFILIADO;1;PEQUEÑA
51149;NULL;PERSONA;20100414;20200304;SOGAMOSO;G;4721; Comercio al por menor de productos agricolas para el consumo en establecimientos especializados;SUPERMERCADOS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1000000;0;NO AFILIADO;1;MICRO
51166;NULL;PERSONA;20100416;20200210;SOGAMOSO;I;5630; Expendio de bebidas alcoholicas para el consumo dentro del establecimiento;TIENDAS Y BARES;ALOJAMIENTO Y SERVICIOS DE COMIDA;3000000;0;NO AFILIADO;1;PEQUEÑA
51169;NULL;PERSONA;20100416;20200221;SOGAMOSO;G;4711; Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas o tabaco;TIENDAS Y VIVERES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1100000;0;NO AFILIADO;1;MICRO
51181;NULL;PERSONA;20100419;20200205;MONGUA;J;6110; Actividades de telecomunicaciones alambricas;COMUNICACIÓN CELULAR Y TELEFONÍA;INFORMACION Y COMUNICACIONES;800000;0;NO AFILIADO;1;MICRO
51185;NULL;SOC. LIMITADA;20100420;20200221;SOGAMOSO;B;510; Extraccion de hulla (carbon de piedra);EXTRACCION DE CARBÓN;EXPLOTACION DE MINAS Y CANTERAS;24081000;0;NO AFILIADO;1;MICRO
51204;NULL;PERSONA;20100421;20200117;AQUITANIA;G;4542; Mantenimiento y reparacion de motocicletas y de sus partes y piezas;MANTENIMIENTO Y REPARACION DE MOTOCICLETAS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;2700000;0;NO AFILIADO;1;PEQUEÑA
51206;NULL;SAS;20100421;20200511;NOBSA;B;811; Extraccion de piedra  arena  arcillas comunes  yeso y anhidrita;EXTRACCION DE ARENAS, ARCILLA Y CAL;EXPLOTACION DE MINAS Y CANTERAS;200000000;0;NO AFILIADO;18;MICRO
51216;NULL;SAS;20100422;20200603;SOGAMOSO;G;4774; Comercio al por menor de otros productos nuevos en establecimientos especializados;COMERCIO AL POR MAYOR / MENOR OTROS PRODUCTOS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;20000000;0;NO AFILIADO;3;PEQUEÑA
51223;NULL;PERSONA;20100426;20200310;SOGAMOSO;G;4711; Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas o tabaco;TIENDAS Y VIVERES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1000000;0;NO AFILIADO;1;MICRO
51239;NULL;PERSONA;20100427;20200303;SOGAMOSO;C;1410; Confeccion de prendas de vestir  excepto prendas de piel;PREPARACIÓN HILATURA, TEJEDURÍA Y ACABADO DE PROD. TEXTILES;INDUSTRIAS Y MANUFACTURERAS;1500000;0;NO AFILIADO;1;MICRO
51245;NULL;SOC. LIMITADA;20100427;20200623;SOGAMOSO;C;1811; Actividades de impresion;CARPINTERIAS Y EBANISTERIAS;INDUSTRIAS Y MANUFACTURERAS;293971855;0;NO AFILIADO;1;MICRO
51262;NULL;PERSONA;20100429;20200128;SOGAMOSO;G;4711; Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas o tabaco;TIENDAS Y VIVERES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;700000;0;NO AFILIADO;1;MICRO
51268;NULL;PERSONA;20100429;20200610;SOGAMOSO;G;4719; Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (viveres en general)  bebidas y tabaco;MISCELANEAS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;2300000;0;NO AFILIADO;1;PEQUEÑA
51279;NULL;PERSONA;20100430;20200128;NOBSA;G;4759; Comercio al por menor de otros articulos domesticos en establecimientos especializados;COMERCIO MUEBLES Y ELECTRODOMESTICOS;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1000000;0;NO AFILIADO;1;MICRO
51293;NULL;PERSONA;20100503;20200702;SOGAMOSO;G;4771; Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados;COMERCIO ROPA Y TEXTILES;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;5000000;0;NO AFILIADO;1;PEQUEÑA
51305;NULL;PERSONA;20100505;20200220;NOBSA;I;5613; Expendio de comidas preparadas en cafeterias;CAFETERIAS;ALOJAMIENTO Y SERVICIOS DE COMIDA;1000000;0;NO AFILIADO;1;MICRO
51311;NULL;PERSONA;20100506;20200312;SOGAMOSO;C;3110; Fabricacion de muebles;CARPINTERIAS Y EBANISTERIAS;INDUSTRIAS Y MANUFACTURERAS;1500000;0;NO AFILIADO;1;MICRO
51316;NULL;PERSONA;20100506;20200306;SOGAMOSO;C;1420; Fabricacion de articulos de piel;PREPARACIÓN HILATURA, TEJEDURÍA Y ACABADO DE PROD. TEXTILES;INDUSTRIAS Y MANUFACTURERAS;3000000;0;AFILIADO;1;MICRO
51330;NULL;PERSONA;20100507;20200127;AQUITANIA;G;4772; Comercio al por menor de todo tipo de calzado y articulos de cuero y sucedaneos del cuero en establecimientos especializados;COMERCIO DE CALZADO;COMERCIO AL POR MAYOR Y AL POR MENOR/REPARACION DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS;1100000;0;NO AFILIADO;1;MICRO
51363;NULL;PERSONA;20100513;20200129;SOGAMOSO;R;9329; Otras actividades recreativas y de esparcimiento n.c.p.;DEPORTE Y ESPARCIMIENTO;ACTIVIDADES ARTISTICAS, DE ENTRETENIMIENTO Y RECREACION;10000000;0;NO AFILIADO;1;PEQUEÑA
51380;NULL;PERSONA;20100514;20200312;SOGAMOSO;F;4390; Otras actividades especializadas para la construccion de edificios y obras de ingenieria civil;ACTIVIDADES ESPECIALIZADAS PARA LA CONSTRUCCION;CONSTRUCCION;10000000;0;NO AFILIADO;1;PEQUEÑA
